username;date;retweets;favorites;text;geo;mentions;hashtags;id;"permalink
";location
twgforceone;2016-03-06 13:14;0;0;"""#P2 #MakeAmericaWhiteAgain #MakeAmericaGreatAgain #Michigan pic.twitter.com/jXKjxjJB8X""";Make America White Again!;;#P2 #MakeAmericaWhiteAgain #MakeAmericaGreatAgain #Michigan;"""706588738147713024""";"https://twitter.com/twgforceone/status/706588738147713024
";
mspattila;2016-03-06 13:12;0;1;"""Cruz BUYING votes #LyingTed #FraudTed #AlwaysTrump #MakeAmericaGreatAgain https:// twitter.com/richardweaving /status/706543710696312832 """;United States;;#LyingTed #FraudTed #AlwaysTrump #MakeAmericaGreatAgain;"""706588355795034113""";"https://twitter.com/mspattila/status/706588355795034113
";(39.7837304, -100.4458824)
SydneyAtheist;2016-03-06 13:12;0;1;"""#Trump #MakeAmericaGreatAgain https:// twitter.com/chocolateprick /status/706441993455407104 """;Sydney, New South Wales;;#Trump #MakeAmericaGreatAgain;"""706588226526445568""";"https://twitter.com/SydneyAtheist/status/706588226526445568
";(-33.8548156, 151.2164539)
ZAMinationYT;2016-03-06 13:11;0;3;"""Made a meme. -half credit to @eternal .art on Instagram #MakeAmericaGreatAgain #DonaldTrump #Clinton pic.twitter.com/QJmsS0s2za""";;@eternal;#MakeAmericaGreatAgain #DonaldTrump #Clinton;"""706588057865093120""";"https://twitter.com/ZAMinationYT/status/706588057865093120
";
PartisnPolitics;2016-03-06 13:11;0;0;"""Donald #Trump wants 2 protect Americans and is not PC about it. #CPAC #VoteTrump #MakeAmericaGreatAgain #TrumpTrain pic.twitter.com/6Uy8a1bq1h""";Dallas, TX;;#Trump #CPAC #VoteTrump #MakeAmericaGreatAgain #TrumpTrain;"""706588034871853056""";"https://twitter.com/PartisnPolitics/status/706588034871853056
";(32.7762719, -96.7968558)
set1958;2016-03-06 13:11;13;11;"""#NeverCruz Let's help save America! #VoteTrump2016 #MakeAmericaGreatAgain #Trump2016 ##FloridaPrimary #OhioPrimary https:// twitter.com/americasgreat/ status/706587488844914688 """;South Carolina, USA;;#NeverCruz #VoteTrump2016 #MakeAmericaGreatAgain #Trump2016 # #FloridaPrimary #OhioPrimary;"""706588026462453761""";"https://twitter.com/set1958/status/706588026462453761
";(33.6874388, -80.4363742)
BY318;2016-03-06 13:11;0;0;"""Time for me to #MakeAmericaGreatAgain and vote on the Dark Side in the Ohio Primary #CruzOrKasich #AnybodyButTrump #ForeverUnclean""";Dayton, Ohio;;#MakeAmericaGreatAgain #CruzOrKasich #AnybodyButTrump #ForeverUnclean;"""706587994224992259""";"https://twitter.com/BY318/status/706587994224992259
";(39.7589478, -84.1916068)
OnTheTrumpTrain;2016-03-06 13:11;0;1;"""#AlwaysTrump #Trump2016 #VoteTrump2016 #MakeAmericaGreatAgain #NeverCruz #NeverRubio #DumpTheEstablishment pic.twitter.com/AoahvaWyY3""";Pennsylvania, USA;;#AlwaysTrump #Trump2016 #VoteTrump2016 #MakeAmericaGreatAgain #NeverCruz #NeverRubio #DumpTheEstablishment;"""706587978424946688""";"https://twitter.com/OnTheTrumpTrain/status/706587978424946688
";(40.9699889, -77.727883)
ilduce2016;2016-03-06 13:10;2;1;"""You must always be doing things and obviously succeeding. @realDonaldTrump #MakeAmericaGreatAgain""";;@realDonaldTrump;#MakeAmericaGreatAgain;"""706587846556196864""";"https://twitter.com/ilduce2016/status/706587846556196864
";
tasteoffIavor;2016-03-06 13:09;0;5;"""Black people can have their day, let's have ours #WhiteOutDay #MakeAmericaGreatAgain""";Ariana | Mariah | Little Mix;;#WhiteOutDay #MakeAmericaGreatAgain;"""706587505202765826""";"https://twitter.com/tasteoffIavor/status/706587505202765826
";
99Pagefamily;2016-03-06 13:09;2;2;"""@realDonaldTrump has been the only candidate to congratulate the opponents on their wins - #ClassAct #AlwaysTrump #MakeAmericaGreatAgain""";Massachusetts, USA;@realDonaldTrump;#ClassAct #AlwaysTrump #MakeAmericaGreatAgain;"""706587497577455616""";"https://twitter.com/99Pagefamily/status/706587497577455616
"
vextaire;2016-03-06 13:09;0;0;"""@DRUDGE_REPORT Can't wait to see that idiot get his magic underwear all in a bunch again. #Trump2016 #MakeAmericaGreatAgain""";San Diego, CA;@DRUDGE_REPORT;#Trump2016 #MakeAmericaGreatAgain;"""706587443059798017""";"https://twitter.com/vextaire/status/706587443059798017
";(32.7174209, -117.1627713)
DarkNetXX;2016-03-06 13:09;1;2;"""Hell ya! Death to #Isis #veterans #KeepAmericaGreat #AlwaysTrumpAlwaysAmerica #MakeAmericaGreatAgain pic.twitter.com/Gk9sBcmDA0""";;;#Isis #veterans #KeepAmericaGreat #AlwaysTrumpAlwaysAmerica #MakeAmericaGreatAgain;"""706587420888846340""";"https://twitter.com/DarkNetXX/status/706587420888846340
";
hamnitup;2016-03-06 13:08;0;0;"""Prob illegals, jihadists, government scammers, Bernie socialists, politicians lol! #MakeAmericaGreatAgain https:// twitter.com/RhondaRehbein/ status/706585841208918016 """;las vegas;;#MakeAmericaGreatAgain;"""706587396695916544""";"https://twitter.com/hamnitup/status/706587396695916544
";(36.1662859, -115.1492249)
clanceman65;2016-03-06 13:08;14;11;"""Here ya go: @MittRomney #MittShit #AlwaysTrump #OnlyTrump #MakeAmericaGreatAgain https:// twitter.com/judgejeanine/s tatus/706354118173048832 """;Northwest;@MittRomney;#MittShit #AlwaysTrump #OnlyTrump #MakeAmericaGreatAgain;"""706587319868878848""";"https://twitter.com/clanceman65/status/706587319868878848
";(64.574131, 11.5270102892405)
BradLoekle;2016-03-06 13:08;0;2;"""@1775First sounds like fun! Will you give me the $5 if I do it myself? #MakeAmericaGreatAgain""";Los Angeles;@1775First;#MakeAmericaGreatAgain;"""706587175807102976""";"https://twitter.com/BradLoekle/status/706587175807102976
";(34.0543942, -118.2439408)
RayMartinez;2016-03-06 13:08;0;0;"""#MakeAmericaGreatAgain Supporters for #Trump2016 enjoyed #SNL Commercial about their #GOP #Conmanee @realDonaldTrump pic.twitter.com/HdvKayxZ87""";United States, L.A, PHX, DFW;@realDonaldTrump;#MakeAmericaGreatAgain #Trump2016 #SNL #GOP #Conmanee;"""706587171927379968""";"https://twitter.com/RayMartinez/status/706587171927379968
";
JanetteMomminca;2016-03-06 13:07;5;3;"""@realDonaldTrump @meetthepress @chucktodd I quit watching these #jokers . Never can replace Tim Russet. #makeAmericagreatagain""";Pennsylvania;@realDonaldTrump @meetthepress @chucktodd;#jokers #makeAmericagreatagain;"""706587103103037440""";"https://twitter.com/JanetteMomminca/status/706587103103037440
";(40.9699889, -77.727883)
TinaHenold;2016-03-06 13:07;1;0;"""#MakeAmericaGreatAgain ? But not so much 4 #American #manufacturing . #NeverTrump #MichiganPrimary #OhioPrimary pic.twitter.com/BhDxkD9V39""";Ohio;;#MakeAmericaGreatAgain #American #manufacturing #NeverTrump #MichiganPrimary #OhioPrimary;"""706587046723371008""";"https://twitter.com/TinaHenold/status/706587046723371008
";(40.2253569, -82.6881394)
ginah89121;2016-03-06 13:06;0;1;"""RT VIRAL Vets posted this #OnlyTrump @CLewandowski_ #Trump #MakeAmericaGreatAgain #VoteTrump #dtmag #realDonaldTrump https:// twitter.com/YourPotus/stat us/706551738740842496 """;Las Vegas, NV;@CLewandowski_;#OnlyTrump #Trump #MakeAmericaGreatAgain #VoteTrump #dtmag #realDonaldTrump;"""706586901201879040""";"https://twitter.com/ginah89121/status/706586901201879040
";(36.1662859, -115.1492249)
Corpusmentis0;2016-03-06 13:06;0;0;"""#MakeAmericaGreatAgain https:// twitter.com/EvanneNiC/stat us/706559623826939904 """;18EJ9YDSoC815NxXeVvfiHxYKRAReg;;#MakeAmericaGreatAgain;"""706586747967291392""";"https://twitter.com/Corpusmentis0/status/706586747967291392
";
Alaskan3401;2016-03-06 13:05;0;0;"""Yes! We #America Built that! Blood,Sweat,Tears! It's who we are! #MakeAmericaGreatAgain https:// twitter.com/boxcoach_dan/s tatus/706569682908631042 """;Alaska,South Central;;#America #MakeAmericaGreatAgain;"""706586485428883456""";"https://twitter.com/Alaskan3401/status/706586485428883456
";(65.538963, -144.707241294996)
007cigarjoe;2016-03-06 13:05;1;1;"""#MakeAmericaGreatAgain https:// twitter.com/gregcote/statu s/706557373675077632 """;;;#MakeAmericaGreatAgain;"""706586470048464897""";"https://twitter.com/007cigarjoe/status/706586470048464897
";
Chinny428;2016-03-06 13:05;0;0;"""Trump Aesthetic #MakeAmericaGreatAgain pic.twitter.com/H9Sw93V3LO""";The Land of Ice and Snow;;#MakeAmericaGreatAgain;"""706586444211605504""";"https://twitter.com/Chinny428/status/706586444211605504
";(39.33646855, -77.073345904326)
GUMPnATLien;2016-03-06 13:04;0;0;"""When you trying too hard to fit in #Trump #makeamericagreatagain pic.twitter.com/3XPNG0sRd4""";ATL/ UnBelievableville;;#Trump #makeamericagreatagain;"""706586385566801926""";"https://twitter.com/GUMPnATLien/status/706586385566801926
";
MarkGillar;2016-03-06 13:04;0;3;"""No Need To Vote Again People. @Zigmanfreud Can Predict The Future. #MakeAmericaGreatAgain #Trump2016 #TrumpTrain pic.twitter.com/ixup06pqIM""";Bryan, TX;@Zigmanfreud;#MakeAmericaGreatAgain #Trump2016 #TrumpTrain;"""706586327714639872""";"https://twitter.com/MarkGillar/status/706586327714639872
"
O_IrishT;2016-03-06 13:03;1;2;"""Trump, THE Only ""Common Sense"" Candidate! . #TrumpTrain #VoteTrump #MakeAmericaGreatAgain https:// twitter.com/bbcarking/stat us/706570773108957184 """;Tennessee, USA;;#TrumpTrain #VoteTrump #MakeAmericaGreatAgain;"""706586146562842624""";"https://twitter.com/O_IrishT/status/706586146562842624
";(35.7730076, -86.282008)
surfgilinsky;2016-03-06 13:01;1;0;"""#makeamericagreatagain HA JUST KIDDING KILL YOURSELF""";;;#makeamericagreatagain;"""706585499230674944""";"https://twitter.com/surfgilinsky/status/706585499230674944
";
PatriotThread;2016-03-06 13:01;74;176;"""Last night @realDonaldTrump picked up two big wins! #MakeAmericaGreatAgain #Trump2016 pic.twitter.com/U3T06B39O4""";USA;@realDonaldTrump;#MakeAmericaGreatAgain #Trump2016;"""706585471078559745""";"https://twitter.com/PatriotThread/status/706585471078559745
";(39.7837304, -100.4458824)
laurie6805;2016-03-06 13:01;2;4;"""#TrumpTrain #Trump2016 #TrumpRally @realDonaldTrump #DumpTheEstablishment #MakeAmericaGreatAgain #VeteransForTrump https:// twitter.com/SmtStrgW4Trump /status/706584730356092928 """;Plano, TX;@realDonaldTrump;#TrumpTrain #Trump2016 #TrumpRally #DumpTheEstablishment #MakeAmericaGreatAgain #VeteransForTrump;"""706585452891910144""";"https://twitter.com/laurie6805/status/706585452891910144
";(33.0136764, -96.6925095)
betchnow;2016-03-06 13:01;0;1;"""#heildonald #trump @realDonaldTrump #hitler #MakeAmericaGreatAgain pic.twitter.com/OjfR3rOU0G""";;@realDonaldTrump;#heildonald #trump #hitler #MakeAmericaGreatAgain;"""706585429647171592""";"https://twitter.com/betchnow/status/706585429647171592
";
Ranklediff;2016-03-06 13:00;5;4;"""MUST SEE VID: Judge Jeanine exposes Romney & corrupt Republican elites: http:// youtu.be/8VMZSXzy7O0 #Trump2016 #Cruz2016 #MakeAmericaGreatAgain"""; Livermore, CA;;#Trump2016 #Cruz2016 #MakeAmericaGreatAgain;"""706585370075398144""";"https://twitter.com/Ranklediff/status/706585370075398144
";(37.6820583, -121.768053)
Capt_Kirk45;2016-03-06 13:00;5;5;"""#Trumpster who couldn't handle the truth blocked me. Looks like #MakeAmericaGreatAgain no better than #HopeAndChange https:// twitter.com/michael6395951 /status/706577421206573056 """;Wichita, KS;;#Trumpster #MakeAmericaGreatAgain #HopeAndChange;"""706585360445210624""";"https://twitter.com/Capt_Kirk45/status/706585360445210624
"
Jack_Manhattan;2016-03-06 13:00;0;0;"""I do want to #MakeAmericaGreatAgain , but with a #MakeDonaldDrumpfAgain attitude.""";(Explicit Content • Oi! Oi!);;#MakeAmericaGreatAgain #MakeDonaldDrumpfAgain;"""706585350483922944""";"https://twitter.com/Jack_Manhattan/status/706585350483922944
";
atlaswon;2016-03-06 13:00;10;12;"""Negative ads are for those losing and not for #Trump and to #MakeAmericaGreatAgain #FL vote Trump and let's win! https:// twitter.com/DanScavino/sta tus/706561713219493889 """;United States & Go to:;;#Trump #MakeAmericaGreatAgain #FL;"""706585321018888192""";"https://twitter.com/atlaswon/status/706585321018888192
";(35.85421895, -78.6981624367632)
2016twg;2016-03-06 13:00;0;0;"""#TeamWhite #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/HiNtX7E2bo""";Make America White Again!;;#TeamWhite #Trump2016 #MakeAmericaGreatAgain;"""706585288294985728""";"https://twitter.com/2016twg/status/706585288294985728
";
KevJames91;2016-03-06 13:00;0;2;"""@PatriotThread JUST VOTED EARLY IN FLORIDA #FLPrimary #PeurtoRico #Trump #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/Ja8z3IBTlY""";South Florida;@PatriotThread;#FLPrimary #PeurtoRico #Trump #Trump2016 #MakeAmericaGreatAgain;"""706585232988774400""";"https://twitter.com/KevJames91/status/706585232988774400
";(37.1677128, -94.8464255)
itsCHUBS;2016-03-06 13:00;0;0;"""Agreed @realDonaldTrump they are scared of you!! #MakeAmericaGreatAgain https:// twitter.com/danpfeiffer/st atus/706320870801698816 """;;@realDonaldTrump;#MakeAmericaGreatAgain;"""706585190450257921""";"https://twitter.com/itsCHUBS/status/706585190450257921
";
CopsforTrump;2016-03-06 13:00;28;34;"""This guy is 100% right. Only Trump can beat the Butcher of Benghazi. #PresidentTrump #MakeAmericaGreatAgain https:// twitter.com/veganvecoh/sta tus/706584101386452992 """;;;#PresidentTrump #MakeAmericaGreatAgain;"""706585151933841409""";"https://twitter.com/CopsforTrump/status/706585151933841409
";
tpiwholesale;2016-03-06 12:59;0;2;"""The old republican party needs to be broken up #VoteTrump & lets build a new republican party that represents America #MakeAmericaGreatAgain""";;;#VoteTrump #MakeAmericaGreatAgain;"""706585095927427072""";"https://twitter.com/tpiwholesale/status/706585095927427072
";
ZongMuas;2016-03-06 12:59;0;0;"""Having Second Thoughts About Trump #MakeAmericaGreatAgain""";;;#MakeAmericaGreatAgain;"""706585068492365824""";"https://twitter.com/ZongMuas/status/706585068492365824
";
RealJohnnyZ;2016-03-06 12:59;0;1;"""#PresidentTrump #MittRomneySexTape #MakeAmericaGreatAgain #NeverRubio #NeverMitt #TrumpsArmy #AlwaysTrump https:// twitter.com/EdvisoryCounci l/status/706569244046000128 """;;;#PresidentTrump #MittRomneySexTape #MakeAmericaGreatAgain #NeverRubio #NeverMitt #TrumpsArmy #AlwaysTrump;"""706584895196270592""";"https://twitter.com/RealJohnnyZ/status/706584895196270592
";
JKinneyBundy;2016-03-06 12:58;1;1;"""This is perfectly said. @GOP @RNC_official #Trump2016 #MakeAmericaGreatAgain @realDonaldTrump CAN DO IT! https:// twitter.com/100percfedup/s tatus/706576185027751936 """;San Diego, Ca;@GOP @RNC_official @realDonaldTrump;#Trump2016 #MakeAmericaGreatAgain;"""706584866091978753""";"https://twitter.com/JKinneyBundy/status/706584866091978753
";(32.7174209, -117.1627713)
O_IrishT;2016-03-06 12:58;7;7;"""Trump, THE Only ""Common Sense"" Candidate! . #TrumpTrain #VoteTrump #MakeAmericaGreatAgain https:// twitter.com/realdonaldtrum p/status/706530975992381441 """;Tennessee, USA;;#TrumpTrain #VoteTrump #MakeAmericaGreatAgain;"""706584838980177920""";"https://twitter.com/O_IrishT/status/706584838980177920
";(35.7730076, -86.282008)
loadnup;2016-03-06 12:58;0;2;"""@wedoanythingyo1 @HateTrump Trump is for the American people #StopTheEstablishment #MakeAmericaGreatAgain""";;@wedoanythingyo1 @HateTrump;#StopTheEstablishment #MakeAmericaGreatAgain;"""706584675427291136""";"https://twitter.com/loadnup/status/706584675427291136
";
TRUMPHIANT2016;2016-03-06 12:57;3;1;"""#AlwaysTrump #MakeAmericaGreatAgain with @realDonaldTrump #TrumpOrBustGOP https:// twitter.com/oromariposa06/ status/706583646598090752 """;Where I Need To Be ;@realDonaldTrump;#AlwaysTrump #MakeAmericaGreatAgain #TrumpOrBustGOP;"""706584516077490176""";"https://twitter.com/TRUMPHIANT2016/status/706584516077490176
";
ginah89121;2016-03-06 12:56;0;2;"""Congress listen up #OnlyTrump @CLewandowski_ #Trump #Trump2016 #MakeAmericaGreatAgain #dtmag #realDonaldTrump https:// twitter.com/TRUMP_PREZ/sta tus/705223041429737472 """;Las Vegas, NV;@CLewandowski_;#OnlyTrump #Trump #Trump2016 #MakeAmericaGreatAgain #dtmag #realDonaldTrump;"""706584284065169408""";"https://twitter.com/ginah89121/status/706584284065169408
";(36.1662859, -115.1492249)
solomon_ann;2016-03-06 12:56;1;1;"""@bigrope_store @joyreaper The President negotiates, Congress legislates, courts adjudicate. #MakeAmericaGreatAgain""";NC;@bigrope_store @joyreaper;#MakeAmericaGreatAgain;"""706584249361498112""";"https://twitter.com/solomon_ann/status/706584249361498112
";(35.6729639, -79.0392918)
RaznCA;2016-03-06 12:56;3;4;"""If a picture is worth a 1,000 words, this tells much... #TRUMP #TRUMPTRAIN #MAKEAMERICAGREATAGAIN pic.twitter.com/L0O7Kn4236""";Californië, USA;;#TRUMP #TRUMPTRAIN #MAKEAMERICAGREATAGAIN;"""706584230885662720""";"https://twitter.com/RaznCA/status/706584230885662720
";(36.7014631, -118.7559973)
thatgirlcray;2016-03-06 12:56;0;1;"""@Shof44 @realDonaldTrump Donald J. Trump is Donald ""Bae"" Trump #MakeAmericaGreatAgain""";;@Shof44 @realDonaldTrump;#MakeAmericaGreatAgain;"""706584211474386944""";"https://twitter.com/thatgirlcray/status/706584211474386944
";
jezz_life;2016-03-06 12:55;0;1;"""#MakeAmericaGreatAgain !!!""";trashford ;;#MakeAmericaGreatAgain;"""706583971187003392""";"https://twitter.com/jezz_life/status/706583971187003392
";
AliWaleed767;2016-03-06 12:55;1;2;"""Making America great again is code for making America white and for white people only. #DonaldTrump #MakeAmericaGreatAgain #GOPDebate""";United States;;#DonaldTrump #MakeAmericaGreatAgain #GOPDebate;"""706583967638511616""";"https://twitter.com/AliWaleed767/status/706583967638511616
";(39.7837304, -100.4458824)
LErikRenne;2016-03-06 12:54;21;6;"""Look who just showed up!!the #finalround WGC #Cadillac #Championship @realDonaldTrump #MakeAmericaGreatAgain Cap $25 pic.twitter.com/w89vZWIAHV""";Gotham ;@realDonaldTrump;#finalround #Cadillac #Championship #MakeAmericaGreatAgain;"""706583841092280320""";"https://twitter.com/LErikRenne/status/706583841092280320
";(43.2233214, -90.2915131)
samijs1;2016-03-06 12:54;3;2;"""Hmmm.. #PuertoRico #MakeAmericaGreatAgain #PuertoRicoPrimary #PRPrimary #PuertoRicoPolitics #PRPolitics #VoteTrumpPR https:// twitter.com/WDFx2EU/status /706524796843008000 """;georgia;;#PuertoRico #MakeAmericaGreatAgain #PuertoRicoPrimary #PRPrimary #PuertoRicoPolitics #PRPolitics #VoteTrumpPR;"""706583787291975685""";"https://twitter.com/samijs1/status/706583787291975685
";(32.3293809, -83.1137365)
loadnup;2016-03-06 12:54;0;0;"""@mitchellvii Yeah I'm pretty sure he has a cold! #MakeAmericaGreatAgain""";;@mitchellvii;#MakeAmericaGreatAgain;"""706583730500972544""";"https://twitter.com/loadnup/status/706583730500972544
";
99Pagefamily;2016-03-06 12:54;0;0;"""@GOP @Reince A promise is a promise - Let's all try to #MakeAmericaGreatAgain #PresidentTrump pic.twitter.com/vFMdH62wf4""";Massachusetts, USA;@GOP @Reince;#MakeAmericaGreatAgain #PresidentTrump;"""706583729284751361""";"https://twitter.com/99Pagefamily/status/706583729284751361
"
T0NALD_DRUMP;2016-03-06 12:53;0;0;"""Triumph the Insult Comic Dog Talks to Young Voters Triumph on Hulu https:// youtu.be/j556MWGVVqI #MakeAmericaGreatAgain""";;;#MakeAmericaGreatAgain;"""706583617875542017""";"https://twitter.com/T0NALD_DRUMP/status/706583617875542017
";
WriteReadRock;2016-03-06 12:53;1;2;"""#MakeAmericaGreatAgain #Trump2016 pic.twitter.com/tPoET0GeZx""";Everywhere;;#MakeAmericaGreatAgain #Trump2016;"""706583519783333888""";"https://twitter.com/WriteReadRock/status/706583519783333888
";(53.8756494, 27.5301015)
BridgemanDanny;2016-03-06 12:53;3;13;"""That party last night was awfully crazy I wish we taped it Woke up at ten to go out to eat then did it again #makeamericagreatagain""";;;#makeamericagreatagain;"""706583408386949120""";"https://twitter.com/BridgemanDanny/status/706583408386949120
";
asnowrose;2016-03-06 12:52;1;2;"""Extraordinary - Trump https://www. youtube.com/watch?v=GFl_sd 2pWnk #Idaho #Michigan #Mississippi #Hawaii #Trump #TrumpTrain #MakeAmericaGreatAgain #Trump2016""";VA;;#Idaho #Michigan #Mississippi #Hawaii #Trump #TrumpTrain #MakeAmericaGreatAgain #Trump2016;"""706583309749358593""";"https://twitter.com/asnowrose/status/706583309749358593
";(13.2904027, 108.4265113)
DKohrdt;2016-03-06 12:52;0;0;"""""The Real Trump"" Make Video (Trump About You) https:// youtu.be/2_5b98GrlPE #MakeAmericaGreatAgain #trumptrain pic.twitter.com/7d27PW8EbP""";;;#MakeAmericaGreatAgain #trumptrain;"""706583280460689408""";"https://twitter.com/DKohrdt/status/706583280460689408
";
ItsJennyChen;2016-03-06 12:52;0;0;"""I love Americans. I welcome Americans. Please come to Canada. We need you more. #MakeAmericaGreatAgain #tcot https:// twitter.com/TheRebelTV/sta tus/706244355565219841 """;Toronto, Ontario;;#MakeAmericaGreatAgain #tcot;"""706583143558598657""";"https://twitter.com/ItsJennyChen/status/706583143558598657
";(43.6529206, -79.3849007)
007cigarjoe;2016-03-06 12:51;1;1;"""@realDonaldTrump IS THE REAL DEAL !!!! #MakeAmericaGreatAgain https:// twitter.com/TrumpWeTrust/s tatus/706581092963319808 """;;@realDonaldTrump;#MakeAmericaGreatAgain;"""706583116836708352""";"https://twitter.com/007cigarjoe/status/706583116836708352
";
Virginialynn_;2016-03-06 12:51;8;4;"""ISLAM BANNED IN U.S. #1952McCarranWalterAct WHY ARE THEY HERE?? #LevelMosques #Deportmoslems #MakeAmericaGreatAgain https:// twitter.com/iResistAll/sta tus/706582176897372165 """;;;#1952McCarranWalterAct #LevelMosques #Deportmoslems #MakeAmericaGreatAgain;"""706583072855068672""";"https://twitter.com/Virginialynn_/status/706583072855068672
";
O_IrishT;2016-03-06 12:51;3;2;"""Trump, THE Only ""Common Sense"" Candidate! . #TrumpTrain #VoteTrump #MakeAmericaGreatAgain https:// twitter.com/umpire43/statu s/706540022049193985 """;Tennessee, USA;;#TrumpTrain #VoteTrump #MakeAmericaGreatAgain;"""706583056291897344""";"https://twitter.com/O_IrishT/status/706583056291897344
";(35.7730076, -86.282008)
Ronaldus_64;2016-03-06 12:51;0;0;"""#MakeAmericaGreatAgain We need to help #Trump . Got out and find 2 new Trump voters. If we all do that race is over! https:// twitter.com/garyibe007/sta tus/706582865606107136 """;;;#MakeAmericaGreatAgain #Trump;"""706582955662114816""";"https://twitter.com/Ronaldus_64/status/706582955662114816
";
USA_Coptic;2016-03-06 12:50;1;0;"""VOTE #realdonaldtrump to #MakeAmericaGreatAgain https:// twitter.com/BarbMuenchen/s tatus/706530779162091520 """;USA;;#realdonaldtrump #MakeAmericaGreatAgain;"""706582710991458304""";"https://twitter.com/USA_Coptic/status/706582710991458304
";(39.7837304, -100.4458824)
DBHnBuckhead;2016-03-06 12:49;0;0;"""#BoycottSNL A RETARD WROTE THIS ARTICLE! See pic He even looks 'gloid! #Trump2016 #TrumpTrain #MakeAmericaGreatAgain http:// nyti.ms/1nkJOZy""";Buckhead Village, Atlanta;;#BoycottSNL #Trump2016 #TrumpTrain #MakeAmericaGreatAgain;"""706582552455331840""";"https://twitter.com/DBHnBuckhead/status/706582552455331840
";
Infidelzfun;2016-03-06 12:49;1;3;"""@AndreaTantaros Yes.. Gather round the actual Conservative, @tedcruz , & lets #MakeAmericaGreatAgain https:// twitter.com/andreatantaros /status/705516171425161220 """;Ameritopia ;@AndreaTantaros @tedcruz;#MakeAmericaGreatAgain;"""706582536961396736""";"https://twitter.com/Infidelzfun/status/706582536961396736
";
NamedJess;2016-03-06 12:49;0;1;"""LMFAO #MakeAmericaGreatAgain #Trump2016 #TrumpTrain https:// twitter.com/LogicalCampaig n/status/706581054430322688 """;Near Camp Pendleton, CA;;#MakeAmericaGreatAgain #Trump2016 #TrumpTrain;"""706582450584088576""";"https://twitter.com/NamedJess/status/706582450584088576
";
Chmcgowan12;2016-03-06 12:49;0;0;"""#MakeAmericaGreatAgain""";;;#MakeAmericaGreatAgain;"""706582428165476352""";"https://twitter.com/Chmcgowan12/status/706582428165476352
";
grey_ghost47;2016-03-06 12:48;4;7;"""Great list. #AlwaysTrump #Trump2016 #Vets4Trump #jobs #economy #1A #2A #MakeAmericaGreatAgain #NeverCruz pic.twitter.com/pzklJHi0b4""";;;#AlwaysTrump #Trump2016 #Vets4Trump #jobs #economy #1A #2A #MakeAmericaGreatAgain #NeverCruz;"""706582329209331712""";"https://twitter.com/grey_ghost47/status/706582329209331712
";
Smartmaryjane;2016-03-06 12:48;0;1;"""This man is meant to be President! @realDonaldTrump #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/RluJAfMWWr""";;@realDonaldTrump;#Trump2016 #MakeAmericaGreatAgain;"""706582260716343296""";"https://twitter.com/Smartmaryjane/status/706582260716343296
";
RaznCA;2016-03-06 12:48;0;1;"""#TRUMP #TRUMP2016 #TRUMPTRAIN #MAKEAMERICAGREATAGAIN pic.twitter.com/nbRZijjKid""";Californië, USA;;#TRUMP #TRUMP2016 #TRUMPTRAIN #MAKEAMERICAGREATAGAIN;"""706582143502168064""";"https://twitter.com/RaznCA/status/706582143502168064
";(36.7014631, -118.7559973)
Klinteastwoodin;2016-03-06 12:47;0;0;"""https:// youtu.be/o7TcdSWNi9M Procol Harum - Shine On Brightly > #MakeAmericaGreatAgain #Trump2016 #TrumpTrain pic.twitter.com/W5LVxPMxy2""";Washington, USA;;#MakeAmericaGreatAgain #Trump2016 #TrumpTrain;"""706582099877195776""";"https://twitter.com/Klinteastwoodin/status/706582099877195776
";(38.8949549, -77.0366455)
ginah89121;2016-03-06 12:47;0;0;"""awesome #OnlyTrump @CLewandowski_ #Trump #Trump2016 #MakeAmericaGreatAgain #VoteTrump #dtmag #realDonaldTrump https:// twitter.com/mitchellvii/st atus/706517828594069504 """;Las Vegas, NV;@CLewandowski_;#OnlyTrump #Trump #Trump2016 #MakeAmericaGreatAgain #VoteTrump #dtmag #realDonaldTrump;"""706581930167263232""";"https://twitter.com/ginah89121/status/706581930167263232
";(36.1662859, -115.1492249)
Ronaldus_64;2016-03-06 12:47;0;0;"""#MakeAmericaGreatAgain We need to help #Trump . Got out and find 2 new Trump voters. If we all do that race is over! https:// twitter.com/garyibe007/sta tus/706581288086409216 """;;;#MakeAmericaGreatAgain #Trump;"""706581923515265024""";"https://twitter.com/Ronaldus_64/status/706581923515265024
";
Hadippa2;2016-03-06 12:47;0;2;"""@realDonaldTrump @nbc RNC interfered with the election when they had Mitt tell us who to vote for. #MakeAmericaGreatAgain #GOP""";USA, and proud of it!;@realDonaldTrump @nbc;#MakeAmericaGreatAgain #GOP;"""706581906326818816""";"https://twitter.com/Hadippa2/status/706581906326818816
";
CopsforTrump;2016-03-06 12:46;56;49;"""Lying Ted Cruz reminds me of shady defense attorney trying to convince us (voters) that his client (him) isn't guilty. #MakeAmericaGreatAgain""";;;#MakeAmericaGreatAgain;"""706581824009416704""";"https://twitter.com/CopsforTrump/status/706581824009416704
";
