username;date;retweets;favorites;text;geo;mentions;hashtags;id;"permalink
";location
thischicksright;2016-03-06 16:41;0;1;"""DEAR RNC: A letter from WE THE PEOPLE.... #makeamericagreatagain http:// 100percentfedup.com/dear-rnc-an-ev eryday-american-writes-a-letter-to-explain-the-trump-phenomenon-to-the-washington-elite/ """;coast of somewhere beautiful;;#makeamericagreatagain;"""706640933715099648""";"https://twitter.com/thischicksright/status/706640933715099648
";
poodlelove55;2016-03-06 16:41;1;1;"""@angelathomas22 @MercyL0V3 @peddoc63 #NeverCruz #MakeAmericaGreatAgain #AlwaysTrump https:// twitter.com/grace0850/stat us/706632637243383811 """;North Carolina, USA;@angelathomas22 @MercyL0V3 @peddoc63;#NeverCruz #MakeAmericaGreatAgain #AlwaysTrump;"""706640889033072641""";"https://twitter.com/poodlelove55/status/706640889033072641
";(35.6729639, -79.0392918)
LibertyPrimeUSA;2016-03-06 16:41;0;0;"""Mexico has gone too far! @realDonaldTrump , build up this wall! #MakeAmericaGreatAgain #mexicowillpay #Wall pic.twitter.com/DvfxnzhGFx""";America;@realDonaldTrump;#MakeAmericaGreatAgain #mexicowillpay #Wall;"""706640858293010432""";"https://twitter.com/LibertyPrimeUSA/status/706640858293010432
";(51.44770365, 5.96606928205559)
IrishDaveE;2016-03-06 16:40;0;1;"""@realDonaldTrump Ted Cruz is such a liar #LyingTed #MakeAmericaGreatAgain""";Virginia, USA;@realDonaldTrump;#LyingTed #MakeAmericaGreatAgain;"""706640726461968392""";"https://twitter.com/IrishDaveE/status/706640726461968392
"
DOTCOM_MOM;2016-03-06 16:40;0;2;""". @Ricky_Vaughn99 #RT #Trump2016 #MakeAmericaGreatAgain #tcot #OHPrimary #FLPrimary #lnyhbt #pjnet https:// twitter.com/SoCal4Trump/st atus/706602918552555520 """;Verenigde Staten;@Ricky_Vaughn99;#RT #Trump2016 #MakeAmericaGreatAgain #tcot #OHPrimary #FLPrimary #lnyhbt #pjnet;"""706640685634600960""";"https://twitter.com/DOTCOM_MOM/status/706640685634600960
";(39.7837304, -100.4458824)
youlivethrice;2016-03-06 16:40;0;0;"""#Elections2016 #MakeAmericaGreatAgain #TrumpTrain - All aboard! Trump Train moving down the track to the WH! pic.twitter.com/iTtuyBLC3F""";California;;#Elections2016 #MakeAmericaGreatAgain #TrumpTrain;"""706640607754604544""";"https://twitter.com/youlivethrice/status/706640607754604544
";(36.7014631, -118.7559973)
GwenLCummings;2016-03-06 16:39;1;0;"""#Trump2016 @TrumpFL Getting nowhere voting for career politicians=Downhill #makeamericagreatagain Vote Trump=Us https:// twitter.com/keith_camic/st atus/706622544690995201 """;Georgia, USA;@TrumpFL;#Trump2016 #makeamericagreatagain;"""706640472672968705""";"https://twitter.com/GwenLCummings/status/706640472672968705
";(32.3293809, -83.1137365)
checktothepower;2016-03-06 16:39;0;0;"""BREAKING NEWS: Cruz & Rubio been in Washington a combined 10 years. WHO IS THE ESTABLISHMENT? WAKE UP! #MakeAmericaGreatAgain Last Chance!""";~SOMEWHERE N VIRGINIA~;;#MakeAmericaGreatAgain;"""706640463319535616""";"https://twitter.com/checktothepower/status/706640463319535616
";
trumpWG;2016-03-06 16:39;0;0;"""#MakeAmericaGreatAgain #Idaho #DEM pic.twitter.com/NVk5ImTh6X""";Make America White Again!;;#MakeAmericaGreatAgain #Idaho #DEM;"""706640411310354432""";"https://twitter.com/trumpWG/status/706640411310354432
";
chocoqueen94;2016-03-06 16:39;0;0;"""#Trump2016 #MakeAmericaGreatAgain And the ppl want him why???? Vote for Trump! https:// twitter.com/MattNegrin/sta tus/706195549737844738 """;None of your business, USA;;#Trump2016 #MakeAmericaGreatAgain;"""706640348836208641""";"https://twitter.com/chocoqueen94/status/706640348836208641
";
OneDeception;2016-03-06 16:39;0;1;"""Hey #MittRomney - Were you this certain of you're own impending defeat this early in 2012? Just wondering. #MakeAmericaGreatAgain""";U S A ;;#MittRomney #MakeAmericaGreatAgain;"""706640324135927808""";"https://twitter.com/OneDeception/status/706640324135927808
";(28.4176967, -81.581227790981)
chocoqueen94;2016-03-06 16:38;0;0;"""#MakeAmericaGreatAgain #Trump2016 This is a much watch! Vote for jobs! Vote for America to become great again! https:// twitter.com/FoxNews/status /706576824457801729 """;None of your business, USA;;#MakeAmericaGreatAgain #Trump2016;"""706640211397238788""";"https://twitter.com/chocoqueen94/status/706640211397238788
";
SolidPerspectiv;2016-03-06 16:38;0;0;"""When will @MittRomney . @SpeakerRyan and their career politician buddies get it? WE'RE F*ing FED UP! #MakeamericaGreatAgain""";;@MittRomney @SpeakerRyan;#MakeamericaGreatAgain;"""706640201226051584""";"https://twitter.com/SolidPerspectiv/status/706640201226051584
";
yaboyandrewim;2016-03-06 16:38;0;3;"""#MakeAmericaGreatAgain https:// twitter.com/rldiculousness /status/706615849784709120 """;Claremont, CA;;#MakeAmericaGreatAgain;"""706640126122700800""";"https://twitter.com/yaboyandrewim/status/706640126122700800
";(34.0966764, -117.7197784)
atlaswon;2016-03-06 16:38;4;9;"""Great-not-hate! Greater-not-hater! #MakeAmericaGreatAgain #AlwaysTrump They found it, we will rebound it! America, great again! #GOP""";United States & Go to:;;#MakeAmericaGreatAgain #AlwaysTrump #GOP;"""706640122918346752""";"https://twitter.com/atlaswon/status/706640122918346752
";(35.85421895, -78.6981624367632)
ArmoryGW;2016-03-06 16:37;5;6;"""We Are The Same. #downwiththedcmafia #trump2016 #bernie2016 #makeamericagreatagain #feelthebern pic.twitter.com/ukMrb9j5vu""";;;#downwiththedcmafia #trump2016 #bernie2016 #makeamericagreatagain #feelthebern;"""706639963220217856""";"https://twitter.com/ArmoryGW/status/706639963220217856
";
mAchhCSGO;2016-03-06 16:37;0;1;"""Ayyyyyyyyy! #MAGA #MakeAmericaGreatAgain #Trump2016 pic.twitter.com/tkKyq0n4t5""";Florida;;#MAGA #MakeAmericaGreatAgain #Trump2016;"""706639930794049536""";"https://twitter.com/mAchhCSGO/status/706639930794049536
";(27.7567667, -81.4639834)
gosteinergo;2016-03-06 16:37;0;1;"""When you leave, hand your passport to someone willing to work. @shakamuscle #MAKEAMERICAGREATAGAIN #TrumpTrain https:// twitter.com/MONEY/status/7 06637851816042496 """;Toledo, OH;@shakamuscle;#MAKEAMERICAGREATAGAIN #TrumpTrain;"""706639924213248000""";"https://twitter.com/gosteinergo/status/706639924213248000
";(41.6786754, -83.5127282)
KevJames91;2016-03-06 16:37;0;4;"""@mitchellvii I VOTED EARLY IN FLORIDA FOR #Trump TO #MakeAmericaGreatAgain #Trump2016 pic.twitter.com/WZUc9JYmHJ""";South Florida;@mitchellvii;#Trump #MakeAmericaGreatAgain #Trump2016;"""706639877526446081""";"https://twitter.com/KevJames91/status/706639877526446081
";(37.1677128, -94.8464255)
bienafe;2016-03-06 16:37;0;1;"""@inyourface34 Great take down on elitist-loser Mitt @MittRomney . You nailed it @JudgeJeanine ! #AlwaysTrump #MakeAmericaGreatAgain""";New York, NY;@inyourface34 @MittRomney @JudgeJeanine;#AlwaysTrump #MakeAmericaGreatAgain;"""706639805216628736""";"https://twitter.com/bienafe/status/706639805216628736
";(40.7305991, -73.9865811)
TheRealBox12;2016-03-06 16:36;1;1;"""@JasonTotin @mikewright1997 @realDonaldTrump @DanScavino @clewandowski @KatrinaPierson He is a lying traitor. #MakeAmericaGreatAgain""";;@JasonTotin @mikewright1997 @realDonaldTrump @DanScavino @clewandowski @KatrinaPierson;#MakeAmericaGreatAgain;"""706639636077154304""";"https://twitter.com/TheRealBox12/status/706639636077154304
";
truthvsthelies;2016-03-06 16:36;0;1;"""Choose Wisely #Trump2016 #trumptrain #Trump #MakeAmericaGreatAgain pic.twitter.com/D7iCh9WgwW""";St.Louis;;#Trump2016 #trumptrain #Trump #MakeAmericaGreatAgain;"""706639555982589953""";"https://twitter.com/truthvsthelies/status/706639555982589953
";(38.6272733, -90.1978888)
Bottom_Creek;2016-03-06 16:35;0;0;"""Fox News is trying to give the #NeverTrump campaign some fuel. So pathetic. They're just like the #GOP clueless! #MakeAmericaGreatAgain""";EasterncontinentaldivideVA;;#NeverTrump #GOP #MakeAmericaGreatAgain;"""706639413124710400""";"https://twitter.com/Bottom_Creek/status/706639413124710400
";
LCL21CE;2016-03-06 16:35;0;1;"""@amandacarpenter what a shocker that Ted Cruz's #1 paid apologist thinks the anointed one is above reproach. #MakeAmericaGreatAgain""";▶;@amandacarpenter;#1 #MakeAmericaGreatAgain;"""706639273370394624""";"https://twitter.com/LCL21CE/status/706639273370394624
";(40.7696272, 44.6736646)
p_dooper;2016-03-06 16:34;1;0;"""@ChristiChat @pwaldrop33 @LindaSuhler #MakeAmericaGreatAgain""";Pennsylvania, USA;@ChristiChat @pwaldrop33 @LindaSuhler;#MakeAmericaGreatAgain;"""706639185650778113""";"https://twitter.com/p_dooper/status/706639185650778113
";(40.9699889, -77.727883)
Bucky1965;2016-03-06 16:34;0;0;"""@DonaldJTrumpJr @realDonaldTrump convert federal student loans to simple interest to win votes on campuses #makeAmericagreatagain""";;@DonaldJTrumpJr @realDonaldTrump;#makeAmericagreatagain;"""706639174229762048""";"https://twitter.com/Bucky1965/status/706639174229762048
";
RETTinol;2016-03-06 16:34;0;1;"""#Trump2016 ALL THE WAY! His goal is to #makeamericagreatagain ! He's amazing! #self -funding #notOwned not a part of establishment!""";;;#Trump2016 #makeamericagreatagain #self #notOwned;"""706639122954330116""";"https://twitter.com/RETTinol/status/706639122954330116
";
surveylisa;2016-03-06 16:34;0;0;"""#MakeAmericaGreatAgain http:// ln.is/com/wXpN4""";New Jersey;;#MakeAmericaGreatAgain;"""706639114318254081""";"https://twitter.com/surveylisa/status/706639114318254081
";(40.0757384, -74.4041621)
AdumRocha;2016-03-06 16:34;0;1;"""@realDonaldTrump MAKE AMERICA GREAT AGAIN #MakeAmericaGreatAgain #Trump2016 #TrumpTrain""";;@realDonaldTrump;#MakeAmericaGreatAgain #Trump2016 #TrumpTrain;"""706639111273058304""";"https://twitter.com/AdumRocha/status/706639111273058304
";
BrydensNotFunny;2016-03-06 16:34;0;0;"""#MakeAmericaGreatAgain""";Los Angeles, CA;;#MakeAmericaGreatAgain;"""706639057497886721""";"https://twitter.com/BrydensNotFunny/status/706639057497886721
";(34.0543942, -118.2439408)
TanyaMayfield1;2016-03-06 16:34;0;1;"""Hillary Clinton has no message Instead takes TRUMPS & twists to her own saying make America whole again #Trump2016 #MakeAmericaGreatAgain""";Iowa;;#Trump2016 #MakeAmericaGreatAgain;"""706639033061867521""";"https://twitter.com/TanyaMayfield1/status/706639033061867521
";(41.9216734, -93.3122704)
lebanese1ds;2016-03-06 16:34;0;0;"""we can only #keepamericagreat if we #makeamericagreatagain first https:// twitter.com/UniversalHorro r/status/705570417012928512 """;;;#keepamericagreat #makeamericagreatagain;"""706639026846113792""";"https://twitter.com/lebanese1ds/status/706639026846113792
";
joel_sturges;2016-03-06 16:33;0;1;"""@TheSteve_Slater #MakeAmericaGreatAgain ...am I right?""";;@TheSteve_Slater;#MakeAmericaGreatAgain;"""706638827545210880""";"https://twitter.com/joel_sturges/status/706638827545210880
";
atlaswon;2016-03-06 16:33;4;8;"""We all can be a hero. We all can be a success. We all can do it our own way. But we must all do it as a team! #MakeAmericaGreatAgain #GOP""";United States & Go to:;;#MakeAmericaGreatAgain #GOP;"""706638802085912577""";"https://twitter.com/atlaswon/status/706638802085912577
";(35.85421895, -78.6981624367632)
frolic1234;2016-03-06 16:33;0;1;"""@GiGiOnCall @angelacbrown821 @realDonaldTrump We will #MakeAmericaGreatAgain #NeverCruz #NeverRubio #NeverKasich #NeverHillary""";San Diego, CA;@GiGiOnCall @angelacbrown821 @realDonaldTrump;#MakeAmericaGreatAgain #NeverCruz #NeverRubio #NeverKasich #NeverHillary;"""706638745693351936""";"https://twitter.com/frolic1234/status/706638745693351936
";(32.7174209, -117.1627713)
GeeFellas;2016-03-06 16:32;0;0;"""Pretending the @Jif vs @Skippy debate isn't tearing the country apart will #MakeAmericaGreatAgain""";;@Jif @Skippy;#MakeAmericaGreatAgain;"""706638714651316224""";"https://twitter.com/GeeFellas/status/706638714651316224
";
abduljabbarge;2016-03-06 16:32;1;1;"""Trump would make a great Whiner in Chief! #Elections2016 #MakeAmericaGreatAgain @GOP https:// twitter.com/realdonaldtrum p/status/706544678980734976 """;The Great Northwest;@GOP;#Elections2016 #MakeAmericaGreatAgain;"""706638631922831360""";"https://twitter.com/abduljabbarge/status/706638631922831360
";(29.49286595, -98.6565663931456)
CtBrokerRoks;2016-03-06 16:32;0;1;"""#Trump isn't a liar or cheater. Not a Career Politician #MakeAmericaGreatAgain Only one who will! #TrumpTrain https:// twitter.com/bruins_fatalis t/status/706619299302154241 """;Connecticut, USA;;#Trump #MakeAmericaGreatAgain #TrumpTrain;"""706638510036381697""";"https://twitter.com/CtBrokerRoks/status/706638510036381697
";(41.6500201, -72.7342162)
punch_2theface;2016-03-06 16:31;0;0;"""If she has a women that's just great too #MakeAmericaGreatAgain https:// twitter.com/lorinelise/sta tus/706628075723698176 """;Mean Streets of KC,MO;;#MakeAmericaGreatAgain;"""706638462254854144""";"https://twitter.com/punch_2theface/status/706638462254854144
";
JohnGGalt;2016-03-06 16:31;7;17;"""Little @marcorubio afraid to bring up lying @tedcruz being a Canadianwhat a lightweight. #MakeAmericaGreatAgain""";5,208—14,203 feet, Colorado;@marcorubio @tedcruz;#MakeAmericaGreatAgain;"""706638387193643009""";"https://twitter.com/JohnGGalt/status/706638387193643009
";
jack_jdcagle;2016-03-06 16:31;13;14;"""We STAND WITH @realDonaldTrump We will not back ANY @GOP EST. RAT! #Trump2016 #MakeAmericaGreatAgain #AlwaysTrump pic.twitter.com/niWM8rOeKl""";Alabama, USA;@realDonaldTrump @GOP;#Trump2016 #MakeAmericaGreatAgain #AlwaysTrump;"""706638273750376448""";"https://twitter.com/jack_jdcagle/status/706638273750376448
";(33.2588817, -86.8295336)
Carmaletha;2016-03-06 16:30;1;5;"""@mitchellvii sick of the white man being blamed for all the ills of this country! #MakeAmericaGreatAgain""";Heartland;@mitchellvii;#MakeAmericaGreatAgain;"""706638235615645696""";"https://twitter.com/Carmaletha/status/706638235615645696
";(33.97167705, -117.57140628328)
CAFCUSA;2016-03-06 16:30;1;2;"""@JudgeMoroz @tedcruz Most Excellent Point!!! #AlwaysTrump #MakeAmericaGreatAgain #Trump2016 #TrumpTrain""";;@JudgeMoroz @tedcruz;#AlwaysTrump #MakeAmericaGreatAgain #Trump2016 #TrumpTrain;"""706638006438891520""";"https://twitter.com/CAFCUSA/status/706638006438891520
";
CalebBurdett18;2016-03-06 16:29;0;0;"""Congrats to #LittleMarco for winning puerto rico, it's not even a state. #MakeAmericaGreatAgain""";Trump to the White House;;#LittleMarco #MakeAmericaGreatAgain;"""706637957273427969""";"https://twitter.com/CalebBurdett18/status/706637957273427969
";
zoltangy;2016-03-06 16:29;0;2;"""Just the toilet paper being flushed after use ... @realDonaldTrump #MakeAmericaGreatAgain #VoteTrump2016 https:// twitter.com/thehill/status /706636759417929732 """;;@realDonaldTrump;#MakeAmericaGreatAgain #VoteTrump2016;"""706637827908333568""";"https://twitter.com/zoltangy/status/706637827908333568
";
frolic1234;2016-03-06 16:29;2;3;"""#Michigan #demdebate Hillary wants your money but can't #FixFlintNow #NeverHillary #Trump2016 only asks 4votes! #MakeAmericaGreatAgain""";San Diego, CA;;#Michigan #demdebate #FixFlintNow #NeverHillary #Trump2016 #MakeAmericaGreatAgain;"""706637826251579392""";"https://twitter.com/frolic1234/status/706637826251579392
";(32.7174209, -117.1627713)
youlivethrice;2016-03-06 16:29;0;0;"""#MakeAmericaGreatAgain #Trump2016 #trumptrain http://www. nytimes.com/2016/03/06/us/ politics/primary-elections.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news&_r=0 Bring it Cruzer! No problem!""";California;;#MakeAmericaGreatAgain #Trump2016 #trumptrain;"""706637803493326848""";"https://twitter.com/youlivethrice/status/706637803493326848
";(36.7014631, -118.7559973)
i_support_trump;2016-03-06 16:28;2;0;"""#makeamericagreatagain https:// twitter.com/repmom2/status /706631109824491520 """;;;#makeamericagreatagain;"""706637696601608192""";"https://twitter.com/i_support_trump/status/706637696601608192
";
KevJames91;2016-03-06 16:28;12;21;"""@RogerJStoneJr @realDonaldTrump I VOTED EARLY IN FLORIDA FOR #Trump TO #MakeAmericaGreatAgain pic.twitter.com/jxuevSAb9h""";South Florida;@RogerJStoneJr @realDonaldTrump;#Trump #MakeAmericaGreatAgain;"""706637690733793280""";"https://twitter.com/KevJames91/status/706637690733793280
";(37.1677128, -94.8464255)
day_gardner;2016-03-06 16:28;0;1;"""Comical! TRUMP WON 12 STATES ""SO FAR"" &LEADS in Delegates! AMAZING! for a NON POLITICIAN #MakeAmericaGreatAgain https:// twitter.com/BenedictKMille r/status/706630605270884352 """;Washington, DC;;#MakeAmericaGreatAgain;"""706637573054033920""";"https://twitter.com/day_gardner/status/706637573054033920
";(38.8949549, -77.0366455)
Bucky1965;2016-03-06 16:28;0;0;"""@realDonaldTrump sir, please convert federal student loans to simple interest #MakeAmericaGreatAgain""";;@realDonaldTrump;#MakeAmericaGreatAgain;"""706637521631858688""";"https://twitter.com/Bucky1965/status/706637521631858688
";
Eye4Eye;2016-03-06 16:28;0;0;"""@realDonaldTrump @EricTrump @DonaldJTrumpJr @IvankaTrump @MELANIATRUMP Imagine us@94? #MakeAmericaGreatAgain #trump pic.twitter.com/QVyuTD1YjR""";New Orleans, LA;@realDonaldTrump @EricTrump @DonaldJTrumpJr @IvankaTrump @MELANIATRUMP @94;#MakeAmericaGreatAgain #trump;"""706637497430769664""";"https://twitter.com/Eye4Eye/status/706637497430769664
"
CAFCUSA;2016-03-06 16:27;0;1;"""Maybe he can run for Governor of Puerto Rico. He won't win primary. #AlwaysTrump #MakeAmericaGreatAgain #Trump2016 https:// twitter.com/thehill/status /706634722382888960 """;;;#AlwaysTrump #MakeAmericaGreatAgain #Trump2016;"""706637344019886080""";"https://twitter.com/CAFCUSA/status/706637344019886080
";
JoshSather;2016-03-06 16:27;1;1;"""The Establishment and the Cure https:// i.imgur.com/5ojtCJT.jpg #Trump2016 #MakeAmericaGreatAgain""";USA;;#Trump2016 #MakeAmericaGreatAgain;"""706637294535442434""";"https://twitter.com/JoshSather/status/706637294535442434
";(39.7837304, -100.4458824)
TheDylanThe;2016-03-06 16:27;0;2;"""Think I'll wash this diet soda down with a couple quarter pounders. #MakeAmericaGreatAgain""";;;#MakeAmericaGreatAgain;"""706637277619838976""";"https://twitter.com/TheDylanThe/status/706637277619838976
";
shit_puppet;2016-03-06 16:27;0;1;"""@asaganich @HillaryClinton nope because most of those suicides are male, they're too privileged as it is. #MakeAmericaGreatAgain""";Monster Island;@asaganich @HillaryClinton;#MakeAmericaGreatAgain;"""706637265796083713""";"https://twitter.com/shit_puppet/status/706637265796083713
";(65.1899523, -14.5405858)
misterchuck719;2016-03-06 16:26;0;1;"""mexicans fool proof way @realDonaldTrump wont deport U Or at least deport you last #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/yvGmXdvkFr""";pueblo Colorado;@realDonaldTrump;#Trump2016 #MakeAmericaGreatAgain;"""706637226474508288""";"https://twitter.com/misterchuck719/status/706637226474508288
";(38.2544472, -104.6091409)
richard_rodi;2016-03-06 16:26;21;30;"""#MakeAmericaGreatAgain #TrumpTrain https:// twitter.com/ChristiChat/st atus/706636657257291778 """;Cranston, Rhode Island USA;;#MakeAmericaGreatAgain #TrumpTrain;"""706637143981072384""";"https://twitter.com/richard_rodi/status/706637143981072384
";(41.7809588, -71.4371256)
Funny_Girl_1956;2016-03-06 16:26;5;6;"""Love Mr Donald J Trump #AlwaysTrump #OnlyTrump #PresidentTrump #MakeAmericaGreatAgain https:// twitter.com/tponews/status /686068507742572544 """;Maine, USA;;#AlwaysTrump #OnlyTrump #PresidentTrump #MakeAmericaGreatAgain;"""706637034908229632""";"https://twitter.com/Funny_Girl_1956/status/706637034908229632
";(45.709097, -68.85902)
MbSaulnier;2016-03-06 16:25;5;6;"""Me TOO! We want you! #Trump2016 @realDonaldTrump #MakeAmericaGreatAgain https:// twitter.com/lucky5713/stat us/706634920953679876 """;San Diego, CA;@realDonaldTrump;#Trump2016 #MakeAmericaGreatAgain;"""706636981921517569""";"https://twitter.com/MbSaulnier/status/706636981921517569
";(32.7174209, -117.1627713)
LEXISBBGGROUP;2016-03-06 16:24;1;1;"""@JudgeJeanine has rested her case... AND MINE! #VOTETRUMP2016 and #MakeAmericaGreatAgain ! https:// twitter.com/FoxNews/status /706351120403165185 """;Moncton/Toronto/Los Angeles;@JudgeJeanine;#VOTETRUMP2016 #MakeAmericaGreatAgain;"""706636728753332225""";"https://twitter.com/LEXISBBGGROUP/status/706636728753332225
";
ChristiChat;2016-03-06 16:24;292;282;"""YUGE endorsement for #Trump2016 #MakeAmericaGreatAgain https:// twitter.com/wesleyrickard/ status/706551787776557056 """;I LOVE AMERICA❤️;;#Trump2016 #MakeAmericaGreatAgain;"""706636657257291778""";"https://twitter.com/ChristiChat/status/706636657257291778
";
grey_ghost47;2016-03-06 16:23;1;2;"""#truth #AlwaysTrump #MakeAmericaGreatAgain https:// twitter.com/Jadiza7Dax/sta tus/706547086003548160 """;;;#truth #AlwaysTrump #MakeAmericaGreatAgain;"""706636413161316352""";"https://twitter.com/grey_ghost47/status/706636413161316352
";
realDTegtmeyer;2016-03-06 16:23;1;1;"""#MakeAmericaGreatAgain This is What #Trump Stands For https:// twitter.com/DanScavino/sta tus/706628177678999559 """;;;#MakeAmericaGreatAgain #Trump;"""706636358987558913""";"https://twitter.com/realDTegtmeyer/status/706636358987558913
";
sunshineejc1;2016-03-06 16:23;0;0;"""DONALD TRUMP THE MASTER OF THE DEAL! WHO CAN ANSWR HIM? #DumpTheEstablishment #Trump2016 #MakeAmericaGreatAgain https:// twitter.com/realDonaldTrum p/status/706176828843663360 """;Florida, USA;;#DumpTheEstablishment #Trump2016 #MakeAmericaGreatAgain;"""706636353027571712""";"https://twitter.com/sunshineejc1/status/706636353027571712
";(27.7567667, -81.4639834)
birdman8272;2016-03-06 16:23;0;0;"""@realDonaldTrump its gonna be Yuge when #Trump is president he will#MakeAmericaGreatAgain and everyone will be on#TrumpTrain #Trump2016""";Ohio, USA;@realDonaldTrump;#Trump #MakeAmericaGreatAgain #TrumpTrain #Trump2016;"""706636316197457921""";"https://twitter.com/birdman8272/status/706636316197457921
";(40.2253569, -82.6881394)
Alhfreddo;2016-03-06 16:22;0;0;"""#Trump2016 #MakeAmericaGreatAgain https:// twitter.com/JamesMelville/ status/706603788262629376 """;cachiyuyo, chile.;;#Trump2016 #MakeAmericaGreatAgain;"""706636168792776704""";"https://twitter.com/Alhfreddo/status/706636168792776704
";(-29.0365043, -70.8995712)
Alhfreddo;2016-03-06 16:22;0;0;"""#DonaldTrumpForPresident #DonaldTrump #MakeAmericaGreatAgain https:// twitter.com/trumpsrighthan d/status/705884857579081728 """;cachiyuyo, chile.;;#DonaldTrumpForPresident #DonaldTrump #MakeAmericaGreatAgain;"""706636120520564736""";"https://twitter.com/Alhfreddo/status/706636120520564736
";(-29.0365043, -70.8995712)
JReckas;2016-03-06 16:22;0;0;"""Work for free. @realDonaldTrump will #MakeAmericaGreatAgain https:// twitter.com/danscavino/sta tus/706628177678999559 """;West of the Great Divide;@realDonaldTrump;#MakeAmericaGreatAgain;"""706636104456220672""";"https://twitter.com/JReckas/status/706636104456220672
";(30.415486, -98.5002729)
Florida4Trump69;2016-03-06 16:22;1;0;"""@JohnKasich If Kasich wants to ride it to the end, then get on the Trump Train and ride with us. #MakeAmericaGreatAgain #WeLoveTrump """;Jacksonville, FL;@JohnKasich;#MakeAmericaGreatAgain #WeLoveTrump;"""706636056154787840""";"https://twitter.com/Florida4Trump69/status/706636056154787840
";(30.3321838, -81.6556509)
RaznCA;2016-03-06 16:21;0;1;"""#TRUMP #TRUMP2016 #TRUMPTRAIN #MAKEAMERICAGREATAGAIN pic.twitter.com/xi7dC30oWw""";Californië, USA;;#TRUMP #TRUMP2016 #TRUMPTRAIN #MAKEAMERICAGREATAGAIN;"""706635916434014208""";"https://twitter.com/RaznCA/status/706635916434014208
";(36.7014631, -118.7559973)
Rubberblon;2016-03-06 16:20;0;2;"""@TeamMarco @marcorubio are you settin' the world on fire yo Drop the fuck out... #MakeAmericaGreatAgain #Trump pic.twitter.com/9NxCxD8Bjw""";;@TeamMarco @marcorubio;#MakeAmericaGreatAgain #Trump;"""706635654558457856""";"https://twitter.com/Rubberblon/status/706635654558457856
";
KimberlyFergus;2016-03-06 16:20;1;0;"""This is awesome #AlwaysTrump #MakeAmericaGreatAgain #Trump2016 We want Trump we are Americans w right to choose https:// twitter.com/kamvtv/status/ 706622335755771906 """;Las Vegas, NV;;#AlwaysTrump #MakeAmericaGreatAgain #Trump2016;"""706635654361276416""";"https://twitter.com/KimberlyFergus/status/706635654361276416
"
TomSpinnerIII;2016-03-06 16:20;0;0;"""I want to vote for @realDonaldTrump and not just against @HillaryClinton #MakeAmericaGreatAgain @oreillyfactor @DanaPerino @ericbolling""";Chesterfield, NJ;@realDonaldTrump @HillaryClinton @oreillyfactor @DanaPerino @ericbolling;#MakeAmericaGreatAgain;"""706635519363584000""";"https://twitter.com/TomSpinnerIII/status/706635519363584000
";(40.1153966, -74.6412726)
DonnaWR8;2016-03-06 16:20;0;2;"""#GOP #Trump2016 @greta @JudgeJeanine #TrumpTrain @newtgingrich #MakeAmericaGreatAgain #truth @realDonaldTrump pic.twitter.com/MoFOtHQCdN""";;@greta @JudgeJeanine @newtgingrich @realDonaldTrump;#GOP #Trump2016 #TrumpTrain #MakeAmericaGreatAgain #truth;"""706635508433072128""";"https://twitter.com/DonnaWR8/status/706635508433072128
";
PushinWeight;2016-03-06 16:19;1;1;"""The real @realDonaldTrump Voters https:// youtu.be/Qg0pO9VG1J8 #MakeAmericaGreatAgain""";CA;@realDonaldTrump;#MakeAmericaGreatAgain;"""706635348542029824""";"https://twitter.com/PushinWeight/status/706635348542029824
";(61.0666922, -107.991707)
austynak;2016-03-06 16:19;0;1;"""#KeepAmericaGreat sounds an awful lot like #MakeAmericaGreatAgain just saying https:// twitter.com/universalhorro r/status/705570417012928512 """;Alaska, USA;;#KeepAmericaGreat #MakeAmericaGreatAgain;"""706635315075624960""";"https://twitter.com/austynak/status/706635315075624960
";(64.4459613, -149.6809089)
JamesBortle;2016-03-06 16:19;0;1;"""Imbecile parents teaching kids to say things like this. Really pisses me off. #TrumpTrain #MakeAmericaGreatAgain https:// twitter.com/Dory/status/70 4882239109107716 """;;;#TrumpTrain #MakeAmericaGreatAgain;"""706635235962785792""";"https://twitter.com/JamesBortle/status/706635235962785792
";
PoliJunkie2016;2016-03-06 16:18;0;2;"""So true! #downwithsocialism #alwaystrump #trumptrain #Trump2016 #makeamericagreatagain https:// twitter.com/markrocon/stat us/706177555976626177 """;Spackenkill, NY;;#downwithsocialism #alwaystrump #trumptrain #Trump2016 #makeamericagreatagain;"""706635052193554432""";"https://twitter.com/PoliJunkie2016/status/706635052193554432
"
JHundertpfund;2016-03-06 16:18;2;8;"""Our bunny.... Donald J. Trump. #Trump2016 #TrumpTrain #MakeAmericaGreatAgain #VoteTrump #trump #Trump #pic.twitter.com/Z6GO5aiN1h""";;;#Trump2016 #TrumpTrain #MakeAmericaGreatAgain #VoteTrump #trump #Trump #pic;"""706634997852184577""";"https://twitter.com/JHundertpfund/status/706634997852184577
";
